date,base_currency,quote_currency,exchange_rate,ecb_main_refinancing_rate,inflation_rate_yoy
2024-06-17,EUR,DKK,7.491272,,2.16
2024-06-17,EUR,CZK,25.184184,3.5413,2.55
2024-06-17,EUR,JPY,155.95363,3.4562,1.16
2024-06-17,EUR,HUF,385.739302,3.58,1.78
2024-06-17,EUR,GBP,0.860982,3.3396,2.95
2024-06-17,EUR,BGN,1.957912,3.5356,1.62
2024-06-17,EUR,RON,4.983521,3.4258,1.02
2024-06-17,EUR,USD,1.080312,3.6746,1.1
2024-06-18,EUR,NOK,11.492014,3.5466,3.15
2024-06-18,EUR,DKK,7.488241,3.5523,3.19
2024-06-18,EUR,RON,4.961747,3.5696,1.5
2024-06-18,EUR,PLN,4.329374,3.5065,3.27
2024-06-18,EUR,HUF,383.267052,3.3253,-0.63
2024-06-18,EUR,BGN,1.945068,3.3424,2.53
2024-06-18,EUR,USD,1.089835,3.3818,1.1
2024-06-18,EUR,SEK,11.219461,3.3903,0.14
2024-06-18,EUR,CZK,25.123783,3.4324,4.2
2024-06-18,EUR,CHF,0.949788,3.4577,1.89
2024-06-19,EUR,NOK,11.477548,3.5678,3.48
2024-06-19,EUR,HUF,383.508106,3.7454,1.74
2024-06-19,EUR,DKK,7.449655,3.5028,3.29
2024-06-19,EUR,JPY,157.317744,3.445,0.78
2024-06-19,EUR,PLN,4.336486,3.5091,2.98
2024-06-19,EUR,USD,1.087281,3.4404,1.99
2024-06-19,EUR,GBP,0.861407,3.523,1.46
2024-06-19,EUR,CZK,25.041999,3.4917,1.23
2024-06-19,EUR,CHF,0.950714,3.3513,2.55
2024-06-20,EUR,RON,4.974689,3.4218,4.86
2024-06-20,EUR,BGN,1.962664,3.4614,2.31
2024-06-20,EUR,GBP,0.863649,3.513,2.52
2024-06-20,EUR,CZK,25.080643,3.5102,1.72
2024-06-20,EUR,JPY,158.635514,3.481,1.77
2024-06-20,EUR,HUF,384.081901,3.5326,1.34
2024-06-20,EUR,CHF,0.954546,3.5004,1.01
2024-06-20,EUR,NOK,11.55657,3.4755,0.82
2024-06-20,EUR,USD,1.08687,3.489,1.46
2024-06-20,EUR,SEK,11.214447,3.3118,3.71
2024-06-21,EUR,GBP,0.855699,3.4042,2.81
2024-06-21,EUR,HUF,384.101636,3.4796,1.0
2024-06-21,EUR,BGN,1.957682,3.4913,4.67
2024-06-21,EUR,PLN,4.28131,3.5363,2.53
2024-06-21,EUR,CZK,24.92544,3.6364,2.24
2024-06-21,EUR,CHF,0.955336,3.5548,1.95
2024-06-21,EUR,SEK,11.229271,3.5123,2.22
2024-06-21,EUR,USD,1.085987,3.589,2.97
2024-06-21,EUR,DKK,7.424979,3.4999,3.88
2024-06-24,EUR,CHF,0.952173,3.4178,1.21
2024-06-24,EUR,HUF,388.404712,3.3772,2.73
2024-06-24,EUR,NOK,11.496063,3.2985,3.0
2024-06-24,EUR,RON,4.967025,3.5415,1.71
2024-06-24,EUR,GBP,0.856963,3.5238,4.51
2024-06-24,EUR,USD,1.07661,3.5355,4.25
2024-06-24,EUR,CZK,25.181635,3.4459,0.41
2024-06-24,EUR,PLN,4.341574,3.6526,1.47
2024-06-24,EUR,SEK,11.215655,3.538,3.4
2024-06-24,EUR,BGN,1.966565,3.5197,2.33
2024-06-24,EUR,DKK,7.38523,3.4852,3.73
2024-06-25,EUR,JPY,157.902095,3.6186,4.47
2024-06-25,EUR,PLN,4.314944,3.5849,2.1
2024-06-25,EUR,SEK,11.092145,3.4507,2.72
2024-06-25,EUR,RON,4.921936,3.5245,3.49
2024-06-25,EUR,HUF,385.109258,3.4932,4.07
2024-06-25,EUR,USD,1.079543,3.5054,2.33
2024-06-25,EUR,DKK,7.471928,3.2358,3.06
2024-06-25,EUR,GBP,0.86061,3.4915,2.72
2024-06-25,EUR,BGN,1.950612,3.395,2.81
2024-06-25,EUR,NOK,11.531045,3.3832,0.41
2024-06-25,EUR,CHF,0.942912,3.5068,4.48
2024-06-25,EUR,CZK,25.093819,3.5596,3.33
2024-06-26,EUR,CHF,0.943422,3.6312,3.82
2024-06-26,EUR,NOK,11.41597,3.5584,2.89
2024-06-26,EUR,HUF,385.30498,3.4849,2.24
2024-06-26,EUR,GBP,0.858773,3.5068,2.96
2024-06-26,EUR,SEK,11.109918,3.5355,1.17
2024-06-26,EUR,DKK,7.43589,3.3185,2.05
2024-06-26,EUR,USD,1.080184,3.3293,1.46
2024-06-26,EUR,BGN,1.948775,3.5578,1.92
2024-06-26,EUR,CZK,25.043568,3.4575,3.39
2024-06-26,EUR,RON,4.973232,3.6305,4.5
2024-06-26,EUR,JPY,157.724136,3.6252,3.23
2024-06-26,EUR,PLN,4.308115,3.6549,1.54
2024-06-27,EUR,SEK,11.276744,3.35,1.49
2024-06-27,EUR,HUF,383.568411,3.4293,4.71
2024-06-27,EUR,DKK,7.411199,3.5025,4.44
2024-06-27,EUR,JPY,157.911718,3.5502,0.41
2024-06-27,EUR,BGN,1.959872,3.5881,2.83
2024-06-27,EUR,CZK,25.147306,3.4396,1.01
2024-06-27,EUR,RON,4.942762,3.5562,3.14
2024-06-27,EUR,NOK,11.506505,3.5243,1.82
2024-06-27,EUR,CHF,0.945827,3.4123,3.79
2024-06-28,EUR,HUF,386.151738,3.7605,3.54
2024-06-28,EUR,DKK,7.469123,3.7008,-1.13
2024-06-28,EUR,CHF,0.951768,3.5515,1.9
2024-06-28,EUR,GBP,0.860423,3.5899,3.1
2024-06-28,EUR,CZK,25.045654,3.3848,0.76
2024-06-28,EUR,PLN,4.294186,3.562,2.32
2024-06-28,EUR,RON,5.003204,3.4976,1.25
2024-06-28,EUR,NOK,11.434105,3.5728,2.15
2024-06-28,EUR,SEK,11.11492,3.6255,0.76
2024-06-28,EUR,BGN,1.956213,3.546,2.38
2024-06-28,EUR,USD,1.086238,3.5069,3.53
2024-07-01,EUR,USD,1.076992,3.4378,3.5
2024-07-01,EUR,BGN,1.943147,3.3806,1.06
2024-07-01,EUR,GBP,0.862149,3.3162,4.06
2024-07-01,EUR,CZK,25.188945,3.3942,4.54
2024-07-01,EUR,CHF,0.955215,3.509,2.07
2024-07-01,EUR,JPY,157.809248,3.5832,2.09
2024-07-01,EUR,HUF,383.711112,3.5181,1.38
2024-07-01,EUR,PLN,4.317678,3.549,2.18
2024-07-01,EUR,RON,4.95333,3.6833,2.06
2024-07-02,EUR,RON,4.997125,3.4985,1.79
2024-07-02,EUR,PLN,4.310843,3.6123,1.68
2024-07-02,EUR,USD,1.07694,3.341,3.07
2024-07-02,EUR,DKK,7.459456,3.4214,1.37
2024-07-02,EUR,NOK,11.488819,3.396,4.01
2024-07-02,EUR,GBP,0.861048,3.4656,-0.42
2024-07-02,EUR,JPY,157.828992,3.4997,3.16
2024-07-02,EUR,CZK,25.00997,3.3152,0.7
2024-07-02,EUR,BGN,1.961734,3.3959,1.47
2024-07-02,EUR,HUF,385.419889,3.5161,-0.77
2024-07-02,EUR,CHF,0.955211,3.5853,4.13
2024-07-03,EUR,RON,5.008892,3.4542,4.11
2024-07-03,EUR,JPY,157.615381,3.6658,3.13
2024-07-03,EUR,PLN,4.322808,3.3497,3.82
2024-07-03,EUR,BGN,1.986882,3.2069,3.49
2024-07-03,EUR,DKK,7.432983,3.5176,3.09
2024-07-03,EUR,GBP,0.864945,3.5674,3.06
2024-07-03,EUR,USD,1.074439,3.4884,1.81
2024-07-03,EUR,SEK,11.143108,3.4446,3.06
2024-07-03,EUR,HUF,385.514008,3.4332,2.28
2024-07-04,EUR,NOK,11.554464,3.4948,2.77
2024-07-04,EUR,PLN,4.346189,3.5647,2.95
2024-07-04,EUR,RON,5.007581,3.5412,2.36
2024-07-04,EUR,USD,1.078735,3.5455,2.52
2024-07-04,EUR,HUF,384.922117,3.6941,1.44
2024-07-04,EUR,JPY,158.794149,3.4337,1.75
2024-07-04,EUR,DKK,7.481967,3.2683,2.83
2024-07-04,EUR,SEK,11.145897,3.5118,1.65
2024-07-04,EUR,CZK,25.229317,3.3918,2.54
2024-07-04,EUR,BGN,1.966088,3.4446,5.76
2024-07-04,EUR,CHF,0.957481,3.4834,2.42
2024-07-05,EUR,BGN,1.966738,3.5092,3.17
2024-07-05,EUR,DKK,7.410196,3.4368,3.8
2024-07-05,EUR,PLN,4.308454,3.4647,2.69
2024-07-05,EUR,CHF,0.95144,3.5164,3.55
2024-07-05,EUR,HUF,386.52523,3.6579,1.46
2024-07-05,EUR,CZK,24.999725,3.5774,3.79
2024-07-05,EUR,USD,1.084773,3.4798,0.74
2024-07-05,EUR,JPY,157.091577,3.5119,4.02
2024-07-05,EUR,NOK,11.590213,3.4917,2.52
2024-07-05,EUR,SEK,11.206226,3.5676,2.69
2024-07-08,EUR,SEK,11.229587,3.4974,2.26
2024-07-08,EUR,PLN,4.333103,3.543,2.13
2024-07-08,EUR,GBP,0.855873,3.4819,4.47
2024-07-08,EUR,RON,4.995161,3.4597,2.43
2024-07-08,EUR,DKK,7.481764,3.5939,2.7
2024-07-08,EUR,JPY,159.572484,3.5798,1.38
2024-07-08,EUR,BGN,1.971869,3.5025,0.8
2024-07-08,EUR,CZK,25.248242,3.3174,1.55
2024-07-08,EUR,NOK,11.572992,3.5228,2.82
2024-07-09,EUR,BGN,1.965401,3.3678,-0.05
2024-07-09,EUR,PLN,4.27493,3.3633,1.82
2024-07-09,EUR,HUF,387.768575,3.5391,1.94
2024-07-09,EUR,CHF,0.947656,3.5222,2.77
2024-07-09,EUR,RON,4.972825,3.4371,4.08
2024-07-09,EUR,DKK,7.440996,3.5706,3.45
2024-07-09,EUR,SEK,11.206681,3.5136,2.24
2024-07-09,EUR,JPY,158.785226,3.4546,
2024-07-09,EUR,GBP,0.854687,3.5619,1.88
2024-07-09,EUR,CZK,25.288619,3.392,3.15
2024-07-09,EUR,USD,1.075536,3.4706,3.47
2024-07-10,EUR,USD,1.081362,3.3872,3.09
2024-07-10,EUR,SEK,11.203119,3.4744,2.99
2024-07-10,EUR,BGN,1.960885,3.6685,3.42
2024-07-10,EUR,JPY,159.910582,3.5703,0.11
2024-07-10,EUR,DKK,7.45032,3.5446,5.43
2024-07-10,EUR,CHF,0.954931,3.5163,2.9
2024-07-10,EUR,GBP,0.860339,3.5453,2.33
2024-07-10,EUR,HUF,384.773858,3.3766,1.78
2024-07-10,EUR,RON,5.001154,3.6597,2.09
2024-07-10,EUR,NOK,11.478273,,0.75
2024-07-11,EUR,NOK,11.610952,3.6073,4.2
2024-07-11,EUR,BGN,1.954818,3.3789,3.64
2024-07-11,EUR,HUF,383.888518,3.6067,5.1
2024-07-11,EUR,JPY,158.471194,3.4869,3.74
2024-07-11,EUR,PLN,4.35351,3.4306,2.35
2024-07-11,EUR,SEK,11.197713,3.5316,2.82
2024-07-11,EUR,CHF,0.948145,3.5901,1.81
2024-07-11,EUR,GBP,0.859774,3.5233,2.58
2024-07-11,EUR,CZK,24.975818,3.3138,2.33
2024-07-11,EUR,USD,1.075732,3.3239,1.42
2024-07-12,EUR,JPY,158.033481,3.5214,0.8
2024-07-12,EUR,PLN,4.28215,3.5236,1.24
2024-07-12,EUR,HUF,385.299781,3.418,5.54
2024-07-12,EUR,GBP,0.858699,3.6094,1.94
2024-07-12,EUR,NOK,11.436695,3.4764,1.69
2024-07-12,EUR,RON,4.960237,3.5913,3.13
2024-07-12,EUR,CHF,0.946679,3.3056,3.23
2024-07-12,EUR,SEK,11.056851,3.6781,0.69
2024-07-12,EUR,DKK,7.446701,3.5217,1.18
2024-07-12,EUR,BGN,1.965006,3.5415,2.25
2024-07-12,EUR,USD,1.083819,3.6077,0.73
2024-07-15,EUR,CZK,25.058302,3.6368,2.76
2024-07-15,EUR,CHF,0.948231,3.6267,2.78
2024-07-15,EUR,PLN,4.335299,3.6458,4.61
2024-07-15,EUR,BGN,1.964202,3.4335,2.04
2024-07-15,EUR,DKK,7.499401,3.4008,0.75
2024-07-15,EUR,USD,1.074973,3.47,2.96
2024-07-15,EUR,NOK,11.404108,3.5418,3.86
2024-07-15,EUR,GBP,0.857975,3.4879,2.86
2024-07-15,EUR,SEK,11.238042,3.4151,2.59
2024-07-15,EUR,RON,4.965634,3.3873,2.22
2024-07-15,EUR,HUF,381.256759,3.3993,2.8
2024-07-15,EUR,JPY,157.274005,3.5103,3.28
2024-07-16,EUR,RON,4.961337,3.6085,3.06
2024-07-16,EUR,DKK,7.415448,3.3934,2.54
2024-07-16,EUR,JPY,157.69976,3.5613,2.34
2024-07-16,EUR,USD,1.082437,3.5769,2.6
2024-07-16,EUR,GBP,0.863749,3.4199,1.51
2024-07-16,EUR,CHF,0.949943,3.5422,2.78
2024-07-16,EUR,CZK,24.993462,3.55,0.83
2024-07-16,EUR,SEK,11.259963,3.7027,2.48
2024-07-16,EUR,NOK,11.423307,3.6472,1.79
2024-07-17,EUR,SEK,11.188464,3.5904,2.29
2024-07-17,EUR,GBP,0.859829,3.6533,3.0
2024-07-17,EUR,JPY,158.29046,3.3424,2.89
2024-07-17,EUR,PLN,4.336956,3.3822,1.46
2024-07-17,EUR,HUF,383.876419,3.607,3.09
2024-07-17,EUR,NOK,11.546345,3.5376,1.89
2024-07-17,EUR,CZK,25.155637,3.4422,1.41
2024-07-17,EUR,CHF,0.94522,3.5247,3.23
2024-07-17,EUR,DKK,7.503627,3.6845,2.69
2024-07-17,EUR,BGN,1.96304,3.5707,1.54
2024-07-17,EUR,USD,1.076738,3.5088,2.86
2024-07-17,EUR,RON,4.966136,3.4317,3.36
2024-07-18,EUR,CZK,25.372797,3.4107,2.57
2024-07-18,EUR,BGN,1.9521,3.3907,5.33
2024-07-18,EUR,NOK,11.515948,3.5766,0.45
2024-07-18,EUR,JPY,159.1338,3.4286,0.73
2024-07-18,EUR,GBP,0.854596,3.6939,3.77
2024-07-18,EUR,CHF,0.951775,3.3636,4.46
2024-07-18,EUR,DKK,7.520058,3.5614,2.75
2024-07-18,EUR,HUF,384.154191,3.4184,5.14
2024-07-18,EUR,PLN,4.297851,3.5019,3.37
2024-07-18,EUR,SEK,11.086248,3.4838,1.96
2024-07-18,EUR,RON,4.956628,3.4537,2.86
2024-07-19,EUR,GBP,0.859028,3.5066,2.39
2024-07-19,EUR,BGN,1.962432,3.655,3.02
2024-07-19,EUR,RON,4.959669,3.5245,3.98
2024-07-19,EUR,PLN,4.302656,3.5831,0.9
2024-07-19,EUR,HUF,387.06939,3.494,2.56
2024-07-19,EUR,CZK,25.131878,3.3689,2.89
2024-07-19,EUR,SEK,11.29664,3.5214,4.23
2024-07-19,EUR,USD,1.079111,3.5735,2.04
2024-07-19,EUR,CHF,0.95107,3.5562,1.3
2024-07-19,EUR,NOK,11.436414,3.512,3.59
2024-07-22,EUR,CHF,0.947482,3.58,2.62
2024-07-22,EUR,DKK,7.461972,3.4835,4.31
2024-07-22,EUR,RON,4.937722,3.4799,1.12
2024-07-22,EUR,BGN,1.968454,3.3921,1.4
2024-07-22,EUR,NOK,11.469608,3.3984,1.84
2024-07-22,EUR,CZK,25.066204,3.5158,2.21
2024-07-22,EUR,GBP,0.856058,3.4431,3.51
2024-07-23,EUR,PLN,4.297973,3.5494,0.89
2024-07-23,EUR,HUF,386.71255,3.6036,4.44
2024-07-23,EUR,CZK,25.121374,3.5813,2.92
2024-07-23,EUR,DKK,7.509856,3.4668,3.18
2024-07-23,EUR,BGN,1.952068,3.4593,3.59
2024-07-23,EUR,NOK,11.438907,3.4911,0.87
2024-07-23,EUR,GBP,0.853308,3.5419,2.89
2024-07-23,EUR,CHF,0.956815,3.292,6.29
2024-07-24,EUR,DKK,7.481017,3.525,1.52
2024-07-24,EUR,GBP,0.861114,3.4301,1.59
2024-07-24,EUR,SEK,11.224183,3.3979,1.64
2024-07-24,EUR,BGN,1.96231,3.656,2.8
2024-07-24,EUR,RON,5.014976,3.5854,3.11
2024-07-24,EUR,CZK,25.197795,3.4666,0.44
2024-07-24,EUR,PLN,4.357357,3.4834,3.05
2024-07-24,EUR,HUF,380.965398,3.4175,2.48
2024-07-25,EUR,RON,4.981273,3.6823,1.79
2024-07-25,EUR,BGN,1.95755,3.3683,5.0
2024-07-25,EUR,NOK,11.52815,3.5756,4.15
2024-07-25,EUR,USD,1.076333,3.4282,2.87
2024-07-25,EUR,CZK,25.343284,3.5694,2.62
2024-07-25,EUR,DKK,7.408382,3.6749,5.75
2024-07-25,EUR,HUF,386.363515,3.4025,2.07
2024-07-25,EUR,SEK,11.198244,3.5966,2.52
2024-07-25,EUR,JPY,159.055044,3.5142,2.97
2024-07-25,EUR,PLN,4.307179,3.5222,5.29
2024-07-25,EUR,CHF,0.944633,3.6375,2.91
2024-07-26,EUR,NOK,11.59646,3.5526,2.01
2024-07-26,EUR,SEK,11.178992,3.5442,2.51
2024-07-26,EUR,DKK,7.500839,3.4971,2.73
2024-07-26,EUR,PLN,4.342389,3.6416,2.98
2024-07-26,EUR,JPY,157.888824,3.5497,3.37
2024-07-26,EUR,HUF,383.291629,3.5995,1.95
2024-07-26,EUR,GBP,0.853728,3.65,2.72
2024-07-26,EUR,CZK,25.120554,3.6909,2.39
2024-07-26,EUR,CHF,0.949579,3.3402,2.17
2024-07-29,EUR,HUF,386.469215,3.4292,3.79
2024-07-29,EUR,USD,1.085346,3.7269,3.37
2024-07-29,EUR,PLN,4.308612,3.4523,2.41
2024-07-29,EUR,CHF,0.951016,3.5432,3.7
2024-07-29,EUR,CZK,25.054673,3.385,1.31
2024-07-29,EUR,NOK,11.52672,3.5063,1.28
2024-07-29,EUR,DKK,7.451351,3.4429,5.68
2024-07-29,EUR,JPY,157.216514,3.5031,2.87
2024-07-29,EUR,BGN,1.952906,3.2848,2.81
2024-07-30,EUR,CZK,25.238342,3.3376,2.94
2024-07-30,EUR,JPY,158.123632,3.4492,1.65
2024-07-30,EUR,HUF,389.725504,3.4079,0.35
2024-07-30,EUR,USD,1.074396,3.446,1.3
2024-07-30,EUR,RON,4.967641,3.5451,1.31
2024-07-30,EUR,PLN,4.314438,3.4967,5.34
2024-07-30,EUR,CHF,0.945584,3.5785,3.41
2024-07-30,EUR,BGN,1.961084,3.4185,1.62
2024-07-30,EUR,DKK,7.513589,3.478,3.6
2024-07-31,EUR,BGN,1.950811,3.3769,0.94
2024-07-31,EUR,CZK,25.117314,3.3867,3.16
2024-07-31,EUR,CHF,0.956211,3.4327,2.87
2024-07-31,EUR,JPY,158.975021,3.6889,2.85
2024-07-31,EUR,DKK,7.484776,3.4283,2.42
2024-07-31,EUR,PLN,4.348366,3.5133,2.98
2024-07-31,EUR,USD,1.073641,3.5436,1.83
2024-07-31,EUR,RON,4.976787,3.6499,4.61
2024-07-31,EUR,HUF,385.427673,3.7316,3.41
2024-07-31,EUR,SEK,11.181757,3.3859,3.39
2024-07-31,EUR,GBP,0.854205,3.5429,2.98
2024-08-01,EUR,BGN,1.952009,3.5981,3.18
2024-08-01,EUR,GBP,0.860076,3.3547,1.68
2024-08-01,EUR,CZK,24.914445,3.5752,-0.17
2024-08-01,EUR,DKK,7.414492,3.6179,1.84
2024-08-01,EUR,HUF,389.825857,3.5037,2.01
2024-08-01,EUR,RON,4.983218,3.5617,2.62
2024-08-01,EUR,PLN,4.311843,3.4781,1.02
2024-08-01,EUR,SEK,11.193089,3.4808,2.61
2024-08-01,EUR,JPY,158.973051,3.4471,0.22
2024-08-01,EUR,USD,1.074787,3.3749,3.15
2024-08-01,EUR,CHF,0.942096,3.3597,1.85
2024-08-02,EUR,USD,1.076715,3.3451,1.81
2024-08-02,EUR,PLN,4.358598,3.5233,2.16
2024-08-02,EUR,RON,4.978648,3.5958,1.69
2024-08-02,EUR,JPY,159.267248,3.4852,2.1
2024-08-02,EUR,GBP,0.864819,3.6046,4.27
2024-08-02,EUR,SEK,11.203536,3.5393,2.64
2024-08-02,EUR,BGN,1.977079,3.5983,2.54
2024-08-02,EUR,CHF,0.948399,3.5487,2.39
2024-08-02,EUR,DKK,7.502095,3.5303,2.59
2024-08-02,EUR,NOK,11.466487,3.529,2.23
2024-08-02,EUR,HUF,383.425933,3.6041,4.32
2024-08-05,EUR,CHF,0.949657,3.526,2.54
2024-08-05,EUR,PLN,4.323604,3.5777,3.95
2024-08-05,EUR,CZK,24.785311,3.5169,3.94
2024-08-05,EUR,DKK,7.430477,3.7542,3.75
2024-08-05,EUR,JPY,158.29246,3.6255,1.35
2024-08-05,EUR,HUF,383.429167,3.4378,1.7
2024-08-05,EUR,USD,1.075719,3.3869,1.86
2024-08-05,EUR,GBP,0.855239,3.3686,4.25
2024-08-05,EUR,NOK,11.5551,3.5095,4.59
2024-08-05,EUR,BGN,1.953725,3.4299,2.27
2024-08-05,EUR,SEK,11.238814,3.5067,0.64
2024-08-06,EUR,USD,1.075519,3.4772,2.17
2024-08-06,EUR,BGN,1.965989,3.3763,-0.18
2024-08-06,EUR,PLN,4.295815,3.3355,2.39
2024-08-06,EUR,HUF,383.035948,3.6066,3.05
2024-08-06,EUR,DKK,7.507706,3.5129,2.93
2024-08-06,EUR,SEK,11.265519,3.488,2.36
2024-08-06,EUR,GBP,0.861863,3.5847,0.77
2024-08-06,EUR,CHF,0.952537,3.4963,3.45
2024-08-06,EUR,RON,4.931801,3.6133,0.88
2024-08-06,EUR,JPY,157.324227,3.6505,2.57
2024-08-06,EUR,NOK,11.411569,3.5193,3.55
2024-08-07,EUR,CHF,0.952561,3.6911,1.85
2024-08-07,EUR,JPY,158.395899,3.4091,1.02
2024-08-07,EUR,PLN,4.279169,3.5151,2.73
2024-08-07,EUR,SEK,11.247631,3.4088,3.74
2024-08-07,EUR,HUF,385.064909,3.6873,2.71
2024-08-07,EUR,DKK,7.460006,3.4282,1.99
2024-08-07,EUR,CZK,25.069063,3.721,3.43
2024-08-07,EUR,RON,4.99227,3.5711,1.11
2024-08-07,EUR,GBP,0.862739,3.5324,3.48
2024-08-07,EUR,USD,1.074018,,3.19
2024-08-08,EUR,BGN,1.964433,,0.76
2024-08-08,EUR,DKK,7.44252,3.4935,1.83
2024-08-08,EUR,JPY,156.830525,3.3922,2.97
2024-08-08,EUR,NOK,11.520825,3.4879,2.68
2024-08-08,EUR,CZK,25.008075,3.5077,2.45
2024-08-08,EUR,USD,1.067575,3.4432,0.33
2024-08-08,EUR,RON,4.983393,3.3883,1.21
2024-08-08,EUR,HUF,387.430841,3.3723,2.81
2024-08-08,EUR,CHF,0.950778,3.3832,2.05
2024-08-08,EUR,GBP,0.855462,3.6048,1.2
2024-08-08,EUR,PLN,4.309779,3.4713,4.12
2024-08-08,EUR,SEK,11.11956,3.5552,3.45
2024-08-09,EUR,CHF,0.947151,3.6696,0.67
2024-08-09,EUR,RON,4.94346,3.5179,3.12
2024-08-09,EUR,BGN,1.964097,3.5961,3.63
2024-08-09,EUR,USD,1.08104,3.5712,3.21
2024-08-09,EUR,CZK,24.868385,3.4673,1.71
2024-08-09,EUR,DKK,7.495155,3.4175,3.45
2024-08-09,EUR,GBP,0.869869,3.5291,2.07
2024-08-12,EUR,CZK,24.88135,3.3353,1.99
2024-08-12,EUR,USD,1.082807,3.4322,1.39
2024-08-12,EUR,DKK,7.438529,3.5625,2.1
2024-08-12,EUR,GBP,0.85628,3.5279,2.18
2024-08-12,EUR,HUF,381.984048,3.4384,1.35
2024-08-12,EUR,PLN,4.32797,3.5961,2.21
2024-08-12,EUR,RON,4.950823,3.3517,1.74
2024-08-12,EUR,NOK,11.419523,3.5833,0.79
2024-08-12,EUR,BGN,1.951742,3.5836,3.61
2024-08-12,EUR,CHF,0.947386,3.486,-0.15
2024-08-13,EUR,BGN,1.965087,3.4766,2.26
2024-08-13,EUR,JPY,158.803561,3.5545,1.88
2024-08-13,EUR,HUF,381.484202,3.4791,1.05
2024-08-13,EUR,SEK,11.256606,3.5633,2.18
2024-08-13,EUR,CZK,25.059347,3.5678,2.66
2024-08-13,EUR,DKK,7.445032,3.2897,1.11
2024-08-13,EUR,RON,4.970781,3.6652,2.92
2024-08-13,EUR,NOK,11.473632,3.3988,-0.13
2024-08-13,EUR,PLN,4.326711,3.5852,1.37
2024-08-14,EUR,NOK,11.386401,3.5225,1.96
2024-08-14,EUR,SEK,11.209929,3.6212,3.52
2024-08-14,EUR,JPY,157.215294,3.5445,3.94
2024-08-14,EUR,GBP,0.858704,3.4198,2.4
2024-08-14,EUR,PLN,4.32381,3.4721,0.51
2024-08-14,EUR,HUF,383.529083,3.4738,0.79
2024-08-14,EUR,CHF,0.949504,3.531,2.24
2024-08-14,EUR,DKK,7.516111,3.7631,1.97
2024-08-14,EUR,USD,1.08349,3.6184,2.32
2024-08-14,EUR,CZK,25.223486,3.5423,3.36
2024-08-14,EUR,RON,5.002596,3.5153,4.02
2024-08-15,EUR,DKK,7.47938,3.5908,1.38
2024-08-15,EUR,BGN,1.987412,3.3989,4.2
2024-08-15,EUR,RON,4.944237,3.4961,3.9
2024-08-15,EUR,GBP,0.861143,3.5284,0.66
2024-08-15,EUR,USD,1.079958,3.4409,5.65
2024-08-15,EUR,PLN,4.329717,3.527,2.61
2024-08-15,EUR,NOK,11.499701,3.5445,3.27
2024-08-15,EUR,CHF,0.952234,3.5755,2.53
2024-08-15,EUR,CZK,25.040553,3.7008,1.8
2024-08-15,EUR,JPY,157.830118,3.2793,0.95
2024-08-15,EUR,HUF,385.657099,3.3964,1.75
2024-08-16,EUR,JPY,157.674974,3.4965,2.59
2024-08-16,EUR,GBP,0.862057,3.4936,5.32
2024-08-16,EUR,DKK,7.512358,3.5589,3.79
2024-08-16,EUR,SEK,11.232266,3.4666,2.55
2024-08-16,EUR,CHF,0.948252,3.4316,2.38
2024-08-16,EUR,RON,4.963944,3.655,2.3
2024-08-16,EUR,CZK,25.171136,3.4383,2.49
2024-08-16,EUR,HUF,384.59612,3.4446,2.68
2024-08-16,EUR,BGN,1.941701,3.5126,1.32
2024-08-16,EUR,PLN,4.328341,3.6194,3.01
2024-08-16,EUR,NOK,11.593343,3.6431,3.88
2024-08-19,EUR,USD,1.07601,3.6181,4.3
2024-08-19,EUR,CZK,25.233621,3.3968,5.07
2024-08-19,EUR,DKK,7.528163,3.4901,2.95
2024-08-19,EUR,HUF,384.588681,3.4515,2.68
2024-08-19,EUR,RON,4.977477,3.4342,3.49
2024-08-19,EUR,SEK,11.230344,3.4199,1.97
2024-08-19,EUR,PLN,4.334269,3.5285,2.65
2024-08-19,EUR,BGN,1.948336,3.6943,2.96
2024-08-19,EUR,JPY,160.443146,3.4081,3.73
2024-08-19,EUR,CHF,0.95131,3.3878,3.52
2024-08-19,EUR,GBP,0.863836,3.6151,2.18
2024-08-20,EUR,RON,4.968077,3.5915,3.25
2024-08-20,EUR,NOK,11.534349,3.4955,2.35
2024-08-20,EUR,CZK,25.071856,3.5463,3.52
2024-08-20,EUR,BGN,1.954124,3.607,1.76
2024-08-20,EUR,GBP,0.862625,3.5044,3.13
2024-08-20,EUR,DKK,7.483034,3.4055,3.93
2024-08-20,EUR,PLN,4.299236,3.5655,2.69
2024-08-20,EUR,HUF,385.525415,3.4717,2.04
2024-08-20,EUR,JPY,157.577767,3.5772,2.16
2024-08-20,EUR,CHF,0.953879,3.4031,1.0
2024-08-20,EUR,SEK,11.157098,3.6438,4.81
2024-08-21,EUR,GBP,0.853682,3.4703,2.27
2024-08-21,EUR,HUF,384.333344,3.5343,-0.05
2024-08-21,EUR,DKK,7.427098,3.49,-0.69
2024-08-21,EUR,CZK,25.05809,3.324,2.58
2024-08-21,EUR,NOK,11.483177,3.7239,3.33
2024-08-21,EUR,PLN,4.350445,3.2851,2.01
2024-08-21,EUR,SEK,11.198518,3.4028,3.85
2024-08-21,EUR,USD,1.084114,3.6617,3.93
2024-08-21,EUR,BGN,1.956404,3.3728,2.24
2024-08-21,EUR,JPY,158.682425,3.5836,1.31
