cik,company_name,sic_code,sic_description,filing_type,filing_date,state_of_incorporation,fiscal_year_end,total_assets_usd,total_revenue_usd,employee_count,ceo_name,headquarters_address,ein
8640533,"Gallagher, Baker and Swift",6035,Savings Institutions,10-K,2023-06-17,VE,0930,13664050502.0,7887742680.0,42511.0,Carole Thomson,"Rotonda Ceci, 247, 51020, Pavana Pistoiese (PT)",81-8089840
7735594,Bartolomé y Murcia S.L.,6035,Savings Institutions,13F-HR,07-Jul-2023,UT,0331,,9385554.0,1999.0,John Perez,"Pasadizo de Griselda Lladó 88, Navarra, 18880",62-7555766
4134303,Walker Ltd,6159,Federal-Sponsored Credit,10-K,2024-01-15,LA,1231,850396485.0,72867819.0,26409.0,Donna Mattarella-Zamengo,"Strada Arnulfo, 217, 20842, Villa Raverio (MB)",30-1248806
4215485,Gallet Merle S.A.,6411,Insurance Agents,DEF 14A,2023-09-19,DE,0630,163322604.0,74075835.0,33405.0,Dott. Alessia Stucchi,"Kilian-Bloch-Ring 77-95, 50414 Tübingen",88-2343722
3679963,Bryant-Daniel,7372,Software,S-1,2025-06-23,VT,1231,2614142801.0,384623890.0,36871.0,Romolo Catalano,"Glorieta Valentina Alcántara 87, Valladolid, 11445",29-8024277
4423785,Torres and Sons,6211,Security Brokers,10-Q,2025-11-28,CO,0331,40605324.0,156839776.0,5976.0,Nicole Maillet de Pineau,"30, avenue Fleury, 26633 Lemaître-sur-Godard",68-1101935
8094894,"Cole, Shields and Bush",6512,Real Estate,8-K,2026-04-14,WA,0930,2037504265.0,147435030.0,11297.0,Tomasz Steuer,"Via Vespucci, 99, 63848, Moregnano (FM)",61-5897885
1506789,Koch II Reinhardt e.V.,6141,Personal Credit,10-Q,2025-05-17,TX,0630,2746802505.0,,5758.0,Hermann-Josef Hethur,"Borgo Caterina, 66, 36045, Bagnolo (VI)",
6483380,Fiebig Pergande GmbH & Co. KG,6159,Federal-Sponsored Credit,8-K,20-Jan-2026,MA,1231,885479187.0,61231193.0,7452.0,Sabina Amo Montesinos,"Incrocio Valier, 50, 02044, Forano (RI)",46-7019539
8022049,"Smith, Johnson and Mcmillan",7372,Software,S-1,2025-09-19,BR,1231,5566648166.0,1295817523.0,24978.0,,"57, rue Guillaume, 39661 Menard-sur-Mer",86-4013728
6703894,Soto Inc,6035,Savings Institutions,DEF 14A,2024-05-05,ID,0331,572728953.0,,12492.0,Ernesto Morucci,"702 Kimberly Common, Port Paulville, PR 79168",10-7171740
9900345,Täsche,6199,Finance Services,10-Q,2025-12-02,RO,0930,99326975.0,38177505.0,15254.0,Diana Moore-Scott,"rue de Giraud, 76207 Sainte Sébastien",81-9600498
5116418,Parker-Payne,6199,Finance Services,10-K,2023-06-04,CT,0630,4402563046.0,,45514.0,Licia Trussardi,"Cuesta Renata Cámara 52, Zamora, 33424",96-2264074
2873109,Akhtar Ltd,6411,Insurance Agents,S-1,2024-07-30,PR,0331,1775927709.0,,32948.0,Dr Stacey James,"Ronda de Valentina Cortés 29, Ceuta, 34562",10-7482122
5547956,Stahr,6311,Insurance,13F-HR,2025-03-04,VI,0630,3339765316.0,,44470.0,Jesus Jackson,"290 William Ferry, Port Victor, FL 79007",24-6766997
1869144,"Palazzo, Babbo e Staglieno s.r.l.",6512,Real Estate,10-K,2026-01-11,PN,0331,4854892786.0,41799659.0,42680.0,Gesine Kruschwitz,"C. Andrés Felipe Cerro 7, Sevilla, 42351",42-3380969
2562858,"Atkinson, King and Williams",6512,Real Estate,8-K,2026-01-29,RO,1231,,,13138.0,,"Studio 6, Hayley Avenue, West Lawrence, HX85 0TR",67-1778149
8985182,Montes LLC,6035,Savings Institutions,10-K,25-Oct-2025,MP,0630,162945232.0,96472351.0,27068.0,Gabriella Miniati-Morandini,"25, chemin Suzanne Fabre, 76593 Simon",90-6005378
8487110,Alma Moliner Tena S.L.N.E,6020,Commercial Banking,10-K,2023-09-18,OT,0630,1908952817.0,360232908.0,,Dott. Ludovica Gagliardi,"4892 Holt Roads, Lesliefort, CT 10513",
9609689,Courtois,6020,Commercial Banking,13F-HR,2024-12-28,LO,1231,1711958394.0,,33970.0,Armida Sebastián Santos,"6, avenue Da Costa, 14835 Becker-la-Forêt",91-2100417
3673181,Parent S.A.S.,6411,Insurance Agents,S-1,2025-02-18,VB,0630,44511806.0,28885901.0,34698.0,Cruz Velázquez Morales,"Studio 54, Owen Way, Thompsonside, L36 8AP",31-7956154
3916773,Fábrica Española S.Coop.,6512,Real Estate,13F-HR,2024-06-26,VC,0930,78574074.0,,19654.0,,"Canale Valeria, 46, 41023, Cadignano (MO)",77-6473549
1322802,Matthews-Howells,6020,Commercial Banking,S-1,2023-07-09,WY,0630,27624507.0,3170546.0,33888.0,,"0115 Peterson Underpass Apt. 419, Jenniferbury, NV 59150",74-6685447
4084503,Tessier,7372,Software,13F-HR,2025-08-06,RI,0331,3521704768.0,1712927752.0,41425.0,Maximilian Gorlitz-Pärtzelt,"Flat 06s, Patel Road, South Frederick, B2J 2QL",45-2490107
8028787,Lewis-Coleman,6035,Savings Institutions,DEF 14A,2024-09-08,FL,1231,99304730.0,99072356.0,27770.0,Mechthilde Eberth,"Pieperweg 459, 03412 Monschau",85-2884639
7457188,Etzold Adler KG,7372,Software,10-K,2023-09-11,OR,0630,,20503906.0,30999.0,Silvia Sol Miralles Vazquez,"Cuesta Roberto Farré 74, Cádiz, 07664",61-7575211
1260986,Köhler Stiftung & Co. KG,6141,Personal Credit,DEF 14A,2025-03-30,OR,1231,6799852395.0,15726008.0,34809.0,Inès Lemoine-Rodriguez,"Rotonda Anita, 1 Piano 3, 95121, San Giorgio (CT)",27-1280902
3014052,Ruiz-Romero,6159,Federal-Sponsored Credit,S-1,2024-06-29,PA,1231,285390828.0,232984909.0,41704.0,Ms Sharon Macdonald,"Stretto Agostino, 464 Appartamento 35, 10129, Torino (TO)",32-8067892
5438623,Reinhardt AG,6159,Federal-Sponsored Credit,8-K,2024-08-06,NA,0930,1355772681.0,9529730.0,14359.0,Danielle White,"Vicolo Morricone, 5, 16030, Tribogna (GE)",51-7400259
5246007,Schmitt,6141,Personal Credit,8-K,2025-08-25,BL,0331,968252708.0,50116514986.0,,Marthe-Caroline Bigot,"0138 Wright Lodge, West Philipbury, NV 11627",10-2362695
1183744,Martinez and Sons,6141,Personal Credit,13F-HR,2025-03-01,GU,0930,136778787701.0,1266831725.0,43429.0,,"Viale Nosiglia, 42, 13886, Viverone (BI)",94-3392501
3723047,Pearson and Sons,6199,Finance Services,13F-HR,2024-01-02,VA,0930,,,14136.0,Juan Smith,"Paula-Ziegert-Ring 27, 52709 Eberswalde",62-1311508
2510365,Hermenegildo Galan Figueras S.A.,7372,Software,10-Q,2024-02-08,PT,0630,4115476427.0,28365167.0,30100.0,Gerta Jacob,"834, avenue Henri Carlier, 24563 Tessier",56-5171554
4064184,Comercial Benito y asociados S.A.,6020,Commercial Banking,DEF 14A,2023-12-03,FM,0930,170828036.0,78308596247.0,37397.0,Danny Tyler,"777 Jillian Roads Apt. 314, East Louis, IA 97805",
7795930,Garnier Valentin S.A.R.L.,6411,Insurance Agents,13F-HR,2025-10-15,OR,1231,,1025084056.0,16429.0,Arnaude Jacques,"5 Jacqueline Light, Barnettville, N3 8FD",88-7320355
1012904,Infraestructuras OC S.Com.,6411,Insurance Agents,10-Q,17-May-2024,AR,0930,1028905172.0,400384941.0,15928.0,Lisa Coleman,"Pasadizo de Tito Tamayo 6, Granada, 27465",58-6339266
6173064,Legros,6141,Personal Credit,10-K,2024-12-09,VR,0930,25079408.0,2823135.0,23306.0,Joséphine Leroy,"Studio 54, Grace Springs, Daviesbury, E5S 8UH",38-8128878
9409280,North-Gregory,6199,Finance Services,10-K,2025-08-05,CN,0331,12243278.0,68164526.0,24115.0,Frau Ilona Süßebier,"337 Parker Loop, Martinezfort, MH 31188",45-1272937
7712695,Espinoza PLC,6159,Federal-Sponsored Credit,13F-HR,2023-06-24,ID,0930,2461729545.0,178862497.0,33474.0,Nathan Wallace,"Cañada María José Valentín 36, Santa Cruz de Tenerife, 39128",79-3464073
6910246,Caparrós y Castillo S.Coop.,6035,Savings Institutions,13F-HR,2024-05-24,IL,0331,1037250633.0,13058575111.0,32713.0,Ida Morgagni,"rue Tanguy, 61753 MendèsVille",41-9686751
5637981,Tecnologías Ibérica S.L.N.E,6211,Security Brokers,13F-HR,2025-01-03,IN,0331,,,26992.0,Julian Morgan,"Plaza Judith Sainz 15, Ávila, 27635",29-4314934
4872535,"Walter, Mckinney and Clark",6141,Personal Credit,S-1,2023-06-11,VR,1231,8689334638.0,825943.0,25029.0,Bernadette-Chantal Andre,"62, avenue Vidal, 97462 Martel",61-8777795
9874133,Bennett Ltd,7372,Software,S-1,2025-01-01,CO,0930,441773291.0,71719345.0,38408.0,Iain Douglas,"Rambla Ángel Torrecilla 78 Puerta 1 , Huesca, 05048",19-3170095
6207848,Müller,6211,Security Brokers,DEF 14A,2023-11-17,AR,0331,1273496270.0,17035729667.0,,Brittany Palmer,"Junkenstraße 419, 91594 Göppingen",95-3922248
1847211,Bryant-Pearce,6141,Personal Credit,8-K,2026-03-18,SC,0630,266802210.0,3736051093.0,39688.0,Elaine Parker,"Flat 67e, Metcalfe Roads, Jenniferberg, IV3W 0GS",77-7491970
3781420,"Depero, Montessori e Capecchi Group",6141,Personal Credit,S-1,2025-12-18,VI,0630,8637412607.0,13293262.0,776.0,Martine Alexandre,"rue Morel, 20861 Marques",59-7995308
2219224,Bertin Blot SA,6311,Insurance,S-1,2023-10-01,MT,0331,228413927.0,1853442190.0,11644.0,Sol Llorente Andrade,"Franz-Xaver-Wagenknecht-Ring 91, 11040 Waldmünchen",34-6783989
3589058,Paolucci Group,6311,Insurance,DEF 14A,2025-02-05,CA,0630,783865838.0,13096884985.0,14162.0,,"Ignaz-Wesack-Weg 22-43, 22564 Tirschenreuth",51-9010436
9636371,Wong Group,6311,Insurance,S-1,2024-10-28,AK,0331,54949777.0,3612534.0,29602.0,,"78 Waters Cliffs, Port Kennethstad, LA09 6ZS",88-4142222
8278431,Thornton and Sons,6211,Security Brokers,10-K,2024-05-20,VT,0930,37135029.0,181257868.0,8007.0,,"340 Antony Spur, Port Pauline, NG12 6PN",41-5274951
3896864,Dan Nogueira Cantón S.Com.,6512,Real Estate,10-K,2026-04-23,MI,0930,338704562.0,7426056.0,39896.0,,"719 Adam Route, West Joanna, MH 21141",41-2604667
4357826,"Shaffer, Torres and Taylor",6211,Security Brokers,DEF 14A,2025-06-21,OR,0630,295727451.0,7292967918.0,39338.0,,"Studio 93K, Carter Branch, New Dorothyport, WN0 6GL",20-3596406
7752006,Johnson LLC,6141,Personal Credit,10-K,2026-01-30,AG,1231,1937224074.0,744581.0,339.0,Dott. Augusto Errani,"Flat 91, Connor Ports, Angelaborough, E4 1RR",18-5858562
1833330,Benussi e figli,6199,Finance Services,13F-HR,2025-11-22,AG,0331,54911160.0,2398244586.0,26192.0,Meinrad Otto-Dowerg,"Strada Montalti, 569, 74014, Laterza (TA)",28-2129757
4805556,Fechner AG,6199,Finance Services,10-K,2024-12-13,NY,0930,12106726.0,25126298.0,47962.0,,"Vicolo Meucci, 86, 22045, Lambrugo (CO)",82-2186433
6041872,"Carter, Thompson and Wiggins",6159,Federal-Sponsored Credit,10-K,2024-03-15,NE,1231,76489741.0,8905774.0,13427.0,Miss Harriet Dunn,"Borgo Carfagna, 79 Appartamento 0, 95011, Pasteria (CT)",76-9316569
3555266,Rusticucci s.r.l.,6211,Security Brokers,13F-HR,2024-06-01,AR,0331,122366957.0,48967150.0,8726.0,Martine Clément,"Noackstraße 522, 49432 Dessau",14-8294376
7438163,Banco Internacionales S.Com.,6211,Security Brokers,8-K,2024-03-31,NV,0630,281281318.0,2226165495.0,48696.0,Dennis Wagner,"Pasaje de Amancio Quintanilla 72, Toledo, 05177",
5980341,Hermanos Fernandez S.L.U.,6141,Personal Credit,10-K,2026-02-20,AZ,0930,1194593404.0,434283632.0,40753.0,Hakan Döhn-Krebs,"43, rue de Leroy, 88627 Descamps-sur-Jacob",93-3538924
9700499,Perez,6020,Commercial Banking,10-Q,2023-06-03,TA,0630,,102233508.0,,,"9933 Williams Motorway, Morrisborough, AZ 57579",53-4894453
9128213,Prieto y Arco S.A.,6020,Commercial Banking,S-1,2025-10-25,PO,0331,119066899.0,74242742.0,39937.0,Janice Davis,"Studio 01N, Daniel Cove, South Kieranview, B9 0AR",23-5379168
7722274,Reichmann Schleich OHG mbH,6512,Real Estate,10-Q,2024-10-06,HI,1231,734423097.0,2503823440.0,42585.0,Megan Smith,"Flat 7, Hugh Dale, East Judithchester, DL9 0FP",
7749444,Hermanos Nuñez S.L.,6211,Security Brokers,DEF 14A,2025-11-24,RM,0630,54247098552.0,188521156.0,332.0,Richard Johnson,"8, boulevard Guillaume, 59321 Pichonboeuf",20-8950019
5127277,Grupo Pedrero S.L.,6211,Security Brokers,13F-HR,2025-02-02,VT,1231,12377762218.0,2292764853.0,29447.0,Yvonne Rahman,"Emil-Rudolph-Platz 18/52, 57056 Burgdorf",88-7853344
2686177,Lemoine S.A.R.L.,6311,Insurance,DEF 14A,2026-02-25,PT,0331,801826655.0,677925356.0,37528.0,Thibault-Émile Baron,"boulevard Gros, 73632 Rossi",52-9057960
5871762,"Warner, Bradley and Griffiths",6141,Personal Credit,10-K,2025-03-25,AZ,0930,21025028.0,,,Gianpaolo Mozart,"Via Adelardo Baró 66 Puerta 3 , León, 30585",41-6156538
5322272,Cooley and Sons,6411,Insurance Agents,10-K,2024-03-20,CL,0630,534513650.0,3919292205.0,,,"69, avenue Louise Legros, 68540 Sainte Agnès-les-Bains",50-4783905
4257651,"Howe, Baker and Arnold",6035,Savings Institutions,S-1,2023-11-07,BT,0930,138241791.0,31128277.0,26572.0,Lauren Thomas,"622 Black Wells, New Shaneberg, G97 5PN",22-1213619
9324865,"Serlupi, Vespa e Natta s.r.l.",6020,Commercial Banking,S-1,2024-12-15,BG,0331,20089597.0,353634060.0,12924.0,,"752, rue de Hardy, 79630 Michaud-sur-Leroux",92-3844715
9327019,Boccherini s.r.l.,6035,Savings Institutions,8-K,2024-09-08,CR,1231,90186914.0,,,Herr Wolf Kaul B.A.,"Meyerplatz 99, 10302 Karlsruhe",38-8030386
4008803,Gardner Ltd,6035,Savings Institutions,10-K,2024-12-19,BS,0630,,12395631.0,45598.0,Klothilde Rose,"Urte-Zobel-Gasse 26/36, 62144 Gifhorn",52-2190891
4326518,Rädel Mende KG,7372,Software,DEF 14A,2024-05-21,RN,0331,,2949152.0,12723.0,Martine Guillon,"Flat 25, Nathan Lights, Alanfurt, EC1 7TN",36-8711175
4185612,Pons,6020,Commercial Banking,8-K,2024-12-24,BL,0630,330862397.0,23272684305.0,19312.0,Ariel Ródenas Ribera,"Sandra-Hesse-Weg 30, 66556 Rothenburg ob der Tauber",49-5614769
5808537,"Respighi, Gabbana e Gabrieli e figli",6411,Insurance Agents,DEF 14A,2025-07-08,PT,1231,2570624196.0,15883532320.0,,Ann Henderson,"392 Morgan Point, Kimberleychester, N2W 7YZ",44-9277581
1430716,Instalaciones Inteligentes S.L.,6311,Insurance,S-1,2024-02-11,IA,0331,233688671.0,328419611.0,8482.0,Jesusa Portillo Company,"Augustin-Kuhl-Weg 71/40, 29775 Zossen",38-6288400
1086205,Paris,6035,Savings Institutions,13F-HR,2024-04-15,SR,0331,113870784.0,291504709.0,27151.0,Brenda Boone,"7845 Martha Neck, Calvinchester, SC 42494",51-2278697
2196088,Grondin Riou SARL,7372,Software,S-1,14-Jan-2024,NO,1231,20597546673.0,2530682864.0,45142.0,Logan Poole,"Avenida Guillermo Mena 143 Puerta 3 , Barcelona, 03878",81-6994162
9108785,Farmaceútica Acuña S.A.D,6035,Savings Institutions,13F-HR,2025-04-18,MB,0630,36062613.0,578847309.0,43134.0,Epifanio Barrena Caparrós,"PSC 4069, Box 4469, APO AA 06848",31-6823594
5496034,Walker and Sons,6035,Savings Institutions,8-K,2023-05-09,SI,0331,17143298.0,477377379.0,12671.0,Jennifer Foster,"Viale Emilio, 9 Appartamento 3, 09039, Villacidro (SU)",42-1621418
2231020,Tutino-Casadei e figli,7372,Software,DEF 14A,2025-11-19,CI,0930,1230790955.0,,33400.0,Joel Dean,"Franjo-Jessel-Weg 28-23, 03477 Heinsberg",10-6776616
2326301,Brunet S.A.,6211,Security Brokers,13F-HR,2024-01-09,AQ,1231,2565936655.0,9496378405.0,21084.0,Marguerite David,"Ronda Luisina Gallo 97, Girona, 01181",67-5371673
7583389,Lettiere-Gadda Group,6199,Finance Services,13F-HR,2024-03-31,AN,0930,380082802.0,,,Dr Daniel Morley,"Glorieta de Joaquín Jódar 80, Melilla, 47648",41-2962483
1786700,Collodi s.r.l.,6311,Insurance,13F-HR,2023-12-15,TE,0331,2829648785.0,704486795.0,31035.0,Zachary Harris,"69639 Gonzalez Field, Sheltonchester, CT 20827",10-1848565
1189715,Webster Ltd,6199,Finance Services,DEF 14A,2025-08-16,TX,0630,,7371924.0,875.0,Christopher Becker,"Ivonne-Kraushaar-Weg 6873, 46010 Goslar",49-6350811
2966787,Compañía TEL S.Com.,6199,Finance Services,DEF 14A,06-Jun-2024,PA,0930,14919587559.0,737530008.0,1254.0,Knud Ziegert B.Eng.,"9 Anderson Avenue, West Joan, LU2 6NB",41-3510061
2366250,Guzman Ltd,6141,Personal Credit,DEF 14A,2024-12-09,DC,1231,2125083148.0,109922528.0,44678.0,Juanito Landa Acero,"65, chemin Hoareau, 06361 Pons-sur-Mer",36-7419280
3689700,Bähr KG,6311,Insurance,13F-HR,2024-11-29,AR,1231,900746264.0,2818244522.0,15683.0,Dagobert Haase,"Borgo Silvestri, 5, 13100, Lignana (VC)",75-7236875
7699816,Stolze,6512,Real Estate,13F-HR,2023-11-16,RA,0930,454035708.0,78950621.0,41229.0,Daniele Gadda,"Callejón Francisca Castilla 5, Madrid, 50759",98-1353022
9962023,Lambert,6411,Insurance Agents,DEF 14A,2024-08-13,MH,1231,132905804.0,11976541.0,9982.0,Flor Cabrero Quesada,"Flat 98, Cook Extensions, Georgialand, NG4 5FF",60-6397162
6669795,Nguyen Thierry S.A.S.,6141,Personal Credit,10-K,2023-08-24,GE,0331,38682226.0,1047820368.0,18562.0,Guillaume Masson du Charles,"Contrada Eraldo, 67 Piano 5, 36034, Malo (VI)",98-8337169
4466954,Laine,7372,Software,10-Q,2024-12-07,PU,0630,30063091.0,1229334630.0,22499.0,,"10, avenue de Duhamel, 18238 Saint Lucienec",63-3217128
1931030,Fletcher Ltd,6159,Federal-Sponsored Credit,10-Q,2025-05-01,AR,0331,104716205.0,127395826.0,,Lucas Jacquot,"3, avenue Pages, 07543 Bruneau",48-5423264
9441247,Seifert Rörricht AG & Co. OHG,6020,Commercial Banking,DEF 14A,2024-01-10,HI,1231,1857877454.0,66742123.0,49994.0,Danielle Voisin,"Strada Beatrice, 9, 18100, Dolcedo (IM)",65-9176913
9482377,Rhodes-Sanderson,6020,Commercial Banking,13F-HR,2023-11-28,ID,0331,,3221133894.0,2839.0,Phillip Payne,"Pasaje de Candelario Nuñez 109, Madrid, 37492",86-3821719
2971062,Duval Gaillard S.A.S.,6020,Commercial Banking,DEF 14A,2026-03-27,IS,1231,35466494.0,77459071.0,35495.0,Pénélope Gomez,"Keudelgasse 48, 15448 Hofgeismar",98-5733649
2323064,Gieß,6159,Federal-Sponsored Credit,10-K,2024-07-04,EN,0630,1243674546.0,559830287.0,44663.0,Mr Jason Harrison,"254 Pamela Garden, Sheilaview, N32 4ES",28-7539718
2682083,Inmobiliaria GAP S.A.,6311,Insurance,10-K,2024-11-11,NH,0930,,176843853.0,35250.0,Michele Stevens,"Buchholzweg 1, 33913 Marienberg",45-6679143
1789295,Ritter,6512,Real Estate,8-K,2026-01-02,NE,0630,445523989.0,,26221.0,Thomas Williams,"Rambla Rafael Mendez 2 Apt. 94 , Baleares, 27943",40-4128459
2869625,Logística RGTF S.Com.,6035,Savings Institutions,DEF 14A,2025-12-26,MP,0331,13972668.0,14850460.0,2169.0,Charlotte Heinrich,"Wanda-Conradi-Weg 23/36, 03831 Wolmirstedt",47-8630644
3461889,Buchholz Kensy AG & Co. KGaA,6141,Personal Credit,10-K,2023-06-09,IA,0930,,320433.0,14853.0,Leah Cooke-Hutchinson,"Incrocio Brancaccio, 0 Appartamento 3, 16129, Genova (GE)",86-8891729
8986773,Bonnin SARL,6020,Commercial Banking,S-1,06-Jan-2025,GR,0930,3223309410.0,,23863.0,Chita Maza Canales,"0928 Richards Union Suite 618, East Nancyberg, OK 25632",45-5970516
1951354,Owens-Moss,6411,Insurance Agents,DEF 14A,2026-01-13,OR,0630,,188309667.0,42030.0,Lilla Aporti,"Vial Rubén Portero 79, Madrid, 04582",35-2340973
2065746,"Guarana, Lombardi e Barbarigo SPA",6411,Insurance Agents,8-K,2025-01-08,VT,0331,15297516.0,385685199.0,48933.0,Denis Simpson,"Tatiana-Stumpf-Platz 6, 71990 Ludwigslust",19-6686779
5568424,Gilles S.A.,6159,Federal-Sponsored Credit,S-1,2025-02-26,PR,0331,201326528.0,66652329.0,25444.0,Fátima Manzanares Rincón,"2490 Michael Mews, Lisaberg, KS 37356",62-3219131
4016576,Scott and Sons,6311,Insurance,10-Q,2023-12-11,TP,0930,149232331.0,2805779967.0,46129.0,Aurore Bonneau,"8, rue Arnaude Marin, 51723 Collet",83-7307007
7095197,"Pederiva, Magnani e Sanudo s.r.l.",6020,Commercial Banking,10-Q,2024-03-06,SS,1231,9139129.0,77910780.0,9085.0,Éléonore Pages,"4 Mohammad Canyon, Geraldchester, CW9 9ST",59-2236018
6053412,Seip,6512,Real Estate,10-K,13-Sep-2023,GR,0630,3988623431.0,300758157.0,24558.0,Danny Frost-Brooks,"Unit 0226 Box 4381, DPO AE 32356",72-8523312
4625251,Wagner OHG mbH,6020,Commercial Banking,S-1,2024-07-05,VC,0331,,18636530.0,3223.0,,"Contrada Zanazzo, 688, 25136, Brescia (BS)",52-1869626
4967879,Kreusel Jäntsch GmbH,6311,Insurance,10-K,2023-12-17,MA,0331,1207827102.0,999318401.0,25989.0,Stacey Slater,"Flat 62b, Sandra Place, Clarefurt, L5W 7TG",40-8280853
7223752,Fischer Austermühle GmbH & Co. OHG,6020,Commercial Banking,10-K,2024-05-04,IL,0630,1038442615.0,,47952.0,Marit Gierschner,"45037 Fletcher Shores, North Charles, AL 76945",
2471865,Wright PLC,6512,Real Estate,13F-HR,2026-04-07,PG,0331,,151693627.0,17481.0,Olimpia Campillo Márquez,"911 Beltran Isle, Matthewshire, NY 23189",11-3024725
4629844,Francis-Rose,6020,Commercial Banking,DEF 14A,10-Nov-2023,IA,1231,,4734793.0,38871.0,Alexandria Colin,"Schäferring 4022, 86775 Einbeck",
3766710,Bodin,6035,Savings Institutions,10-K,2025-02-24,PA,0630,8869111547.0,82993603240.0,41933.0,Jake Schofield,"Rotonda Carosone, 82 Appartamento 2, 86091, Bagnoli Del Trigno (IS)",13-3401866
3269212,"Reid, Francis and Clarke",6211,Security Brokers,10-K,2025-10-13,BN,0930,987515958.0,114107838.0,22264.0,Casemiro Ramirez Sandoval,"113 Zoe Trafficway, Port Dennismouth, S2 8HY",30-4355963
7224807,Ribera y Jordán S.Com.,6411,Insurance Agents,DEF 14A,2024-10-21,AL,0331,,,45670.0,Sig.ra Lina Cesarotti,"587, avenue Inès Hubert, 56449 Sainte Frédériquedan",86-7151669
2880959,Gute e.G.,6159,Federal-Sponsored Credit,DEF 14A,2023-06-15,MP,0630,60204101.0,3513075357.0,25767.0,Neil Burke-Moss,"Vicolo Baglioni, 31, 16026, Montoggio (GE)",15-1831126
9949741,Traore,7372,Software,S-1,2025-12-20,AK,1231,5806385280.0,2481740986.0,8769.0,Frédéric Charpentier,"14, rue de Le Gall, 11189 BrunBourg",69-6852176
5953905,Gonzalez and Sons,6411,Insurance Agents,13F-HR,2024-10-23,BS,0930,350108495.0,321709050.0,16944.0,Andrée Mathieu,"Via Tozzi, 14, 20143, Milano (MI)",44-3299522
6352313,Ángel Pont Guerrero S.L.,6020,Commercial Banking,8-K,2024-03-31,PG,0930,743342482.0,7248027.0,45498.0,Benjamin Stephenson,"93954 Richmond Landing Suite 359, Victoriafurt, ND 17766",46-6526040
9620044,Cuomo-Gioberti Group,6159,Federal-Sponsored Credit,10-K,2024-11-13,VA,1231,5152298359.0,7519229.0,36582.0,Eva-Marie Kabus,"PSC 1618, Box 9431, APO AA 79554",12-3026278
7531196,Besnard,6512,Real Estate,8-K,2025-06-26,IS,0930,40691729.0,103125226.0,34744.0,Lara Verri,"Studio 1, Danny Plain, Timothyland, BH99 5FP",37-5754554
6539355,Johnson-Jones,6199,Finance Services,S-1,2024-06-05,SI,0331,,116863428.0,10332.0,Sig. Cipriano Brichese,"Via de Salomón Cerdá 7, Ciudad, 27600",31-7224257
3069435,Wyatt and Sons,6141,Personal Credit,S-1,2026-03-22,FI,0331,1267239443.0,361253102.0,3479.0,Daniel Baum,"583, boulevard Torres, 31474 Sainte Yvesnec",50-7835058
1202528,"Huffman, Turner and Allen",6311,Insurance,10-Q,2025-04-30,CE,0331,103779679.0,639134655.0,6770.0,Mayte Alcalde-Reina,"Contrada Tebaldi, 4 Appartamento 1, 65026, Popoli (PE)",63-3341088
8097721,Nicholson-Wilson,6199,Finance Services,10-K,2023-10-22,PD,0331,141371420.0,187746782.0,737.0,Ms June Collier,"525 Dixon Highway, East Kevin, M80 0EG",47-8531455
8073263,"Barnes, Hooper and Burns",6141,Personal Credit,S-1,2025-07-18,NU,1231,49172219.0,,8640.0,Goffredo Balotelli,"578 Lloyd Burg, Barryshire, W3 0BG",35-6927716
7139999,Turpin,6035,Savings Institutions,DEF 14A,2024-01-21,MS,0930,1737128719.0,18720515.0,1830.0,Prof. Osman Dehmel,"Via Malenchini, 14 Appartamento 2, 47042, Sala (FC)",19-7282376
1073283,Patel-Martin,6159,Federal-Sponsored Credit,10-K,2024-11-05,MO,0331,301598131.0,687639057.0,15149.0,Robert Weber,"70 Jasmine Haven, Lake Colin, E1W 6BR",96-2512736
9339122,Karz,6311,Insurance,10-K,21-Jan-2025,MN,0930,18834857.0,15302050494.0,27787.0,Laurie Smith,"Rotonda Toldo, 0 Appartamento 0, 87053, Celico (CS)",16-6819361
8382607,Construcción del Noroeste S.L.N.E,6512,Real Estate,DEF 14A,2024-06-11,BR,1231,1954802931.0,398061389.0,24522.0,Bradley Charles,"rue Lopez, 39343 Sainte Julesboeuf",26-4007194
6070445,Renner AG,6199,Finance Services,10-K,30-Jan-2026,SA,0630,395371178.0,184910100.0,16125.0,Liesel Kranz,"Reichmannstraße 92-79, 71771 Ilmenau",85-6476037
8421194,Woods-Adams,6199,Finance Services,DEF 14A,2026-01-20,MD,0930,516085960.0,17148923439.0,3760.0,Antonella Carocci,"Radischplatz 5, 98596 Grafenau",58-5432782
4586870,Caron,6211,Security Brokers,10-K,2026-03-06,VT,0930,136861878.0,963627.0,45557.0,Aura Guitart Marcos,"PSC 3780, Box 0847, APO AP 54797",69-1912919
8721462,Ortmann Rudolph GmbH,6211,Security Brokers,10-K,2025-09-14,OT,1231,,59947108932.0,49757.0,Hans-Wilhelm Sager B.Sc.,"82876 Woodard Plaza Apt. 697, South Stacyberg, OR 74793",92-9803220
9917377,"Johnson, Andrews and Campbell",7372,Software,S-1,2023-04-29,GU,0331,17896008.0,,48782.0,Selma Koch II,"Cañada Carolina Alcántara 519 Piso 2 , Pontevedra, 32162",48-7788325
4603881,Transportes Vaquero S.Com.,7372,Software,S-1,2024-07-11,TN,0930,17939637410.0,,25500.0,Nedda Alfonsi,"Stretto Adele, 478 Appartamento 41, 04019, Terracina (LT)",25-4943509
